ISO,Question,Answer,Citation,Pincite ,Comment,,
DEN,14. Are violations of sovereignty assessed on a case-by-case basis?,Yes,"“Whether or not a given act in cyberspace is done in violation of another State’s sovereignty requires a case-by-case assessment of all relevant factors, in particular the nature of and the effects caused by the cyber operation.”","Denmark’s Position Paper on the Application of International Law in Cyberspace, pg.449 (2023).¶",,,
ECU,1. Is sovereignty a foundational principle of the international legal order?,Silent,,,,,
ECU,2.  Does sovereignty confer on states authority over cyber infrastructure located in their respective territories and over the actions they take with respect to that infrastructure?,Yes,“But it does have sovereignty over cyber infrastructure and over any activity that is related to these infrastructures.”,"OAS Survey Response Submitted by Ecuador, pg.2, question 8 (2019).¶",,,
ECU,"2(a) Does sovereignty encompass the right of a State to protect cyber infrastructure and safeguard cyber activity that is located in, or takes place on, its territory?",Silent,,,,,
ECU,2(b) Is the exercise of such sovereign authority subject to international human rights law and other fundamental freedoms?,Yes,“The fields of international law do apply to cyberspace.”,"OAS Survey Response Submitted by Ecuador, pg.2, question 8 (2019).¶","Answer in response to “Do existing fields of international law (including the prohibition on the use of force, the right of self-defense, international humanitarian law, and human rights) apply to cyberspace? Are there areas where the novelty of cyberspace excludes the application of a particular set of international legal rights or obligations?”",,
ECU,"3. Is sovereignty a stand-alone, primary rule of international law, the breach of which can incur international responsibility?",Silent,,,,,
ECU,3(a) Can violations of sovereignty not amounting to prohibited interventions constitute internationally wrongful acts?  ,Silent,,,,,
ECU,4. Does the State indicate how to identify a violation of any stand-alone sovereignty rule?,No,,,,,
ECU,4(a) Is there a de minimis threshold below which a violation of sovereignty would not occur? ¶,Silent,,,,,
ECU,"5. Is it a violation of territorial sovereignty for an organ of a State, or others whose conduct is attributable to the State, to conduct non-consensual cyber operations while physically present on another State’s territory against that State or entities or persons on its territory?",Silent,,,,,
