ISO,Question,Answer,Citation,Pincite ,Comment,
IRL,7.3 Is the zone of protected sovereign prerogatives referred to as domaine réservé? ,Yes,"8. “… As regards what is encompassed by the latter element, the ICJ in the Nicaragua case provided specific examples such as the ‘choice of a political, economic, social and cultural system, and the formulation of foreign policy.’ This is often referred to as the domaine réservé of a state.”","Ireland Position Paper on the Application of International Law in Cyberspace, pg. 2, ¶ 8 (2023).",,
IRL,"7.4 Is the domaine réservé limited to matters involving the state’s choice of a political, economic, social, and cultural system, and the formulation of foreign policy? ",Ambiguous,"8. “… As regards what is encompassed by the latter element, the ICJ in the Nicaragua case provided specific examples such as the ‘choice of a political, economic, social and cultural system, and the formulation of foreign policy.’ This is often referred to as the domaine réservé of a state.”","Ireland Position Paper on the Application of International Law in Cyberspace, pg. 2, ¶ 8 (2023).","Ireland’s position refers to the formulation in Nicaragua as examples of matters that fall within the domaine
réservé of a state, leaving its scope unclear. ",
IRL, 7.5 Does international law regulation over a matter of sovereign prerogative remove it from the domaine réservé?  ,Silent,,,,
IRL,7.6 Is critical infrastructure part of the domaine réservé?  ,Silent,,,,
IRL,7.7 Are elections part of the domaine réservé? ,Yes,"8. “As regards what is encompassed by the latter element, the ICJ in the Nicaragua case provided specific examples such as the ‘choice of a political, economic, social and cultural
system, and the formulation of foreign policy.’ This is often referred to as the domaine réservé of a state.”

9. “For instance, malicious cyber-operations seriously compromising healthcare systems or national elections are capable of amounting to unlawful interventions.”","Ireland Position Paper on the Application of International Law in Cyberspace, pg. 2, ¶¶ 8-9 (2023).

",,
IRL, 7.8 Is the operation of legislatures a part of the domaine réservé?,Silent,,,,
IRL, 7.9 Is financial system stability part of the domaine réservé?  ,Silent,,,,
IRL,7.10 Are medical services part of the domaine réservé?  ,Yes,"8. “As regards what is encompassed by the latter element, the ICJ in the Nicaragua case provided specific examples such as the ‘choice of a political, economic, social and cultural
system, and the formulation of foreign policy.’ This is often referred to as the domaine réservé of a state.”

9. “For instance, malicious cyber-operations seriously compromising healthcare systems or national elections are capable of amounting to unlawful interventions.”","Ireland Position Paper on the Application of International Law in Cyberspace, pg. 2, ¶¶ 8-9 (2023).


",,
ISR,1. Is the prohibition of non-intervention a norm of customary international law? ,Yes," “We concur with the various positions expressed in this regard, such as that which was presented by former U.S. State Department Legal Adviser Brian J. Egan, and more recently reiterated by U.S. Department of Defense General Counsel Paul C. Ney Jr., that a ‘cyber operation by a State that interferes with another country’s ability to hold an election or that manipulates another country’s election results would be a clear violation of the rule of non-intervention.’”","Israel’s Perspective on Key Legal and Practical Issues Concerning the Application of International Law to Cyber Operations, pg. 403 (2020)","GPC:  It does not speak to the source of the rule.  At best, this is a yes by inference.",
ISR,2. Is the scope of the principle of non-intervention uncertain?    ,Silent, ,, ,
ISR,3. Does the prohibition of non-intervention apply to cyber-operations? ,Yes," “We concur with the various positions expressed in this regard, such as that which was presented by former U.S. State Department Legal Adviser Brian J. Egan, and more recently reiterated by U.S. Department of Defense General Counsel Paul C. Ney Jr., that a ‘cyber operation by a State that interferes with another country’s ability to hold an election or that manipulates another country’s election results would be a clear violation of the rule of non-intervention.’” ","Israel’s Perspective on Key Legal and Practical Issues Concerning the Application of International Law to Cyber Operations, pg. 403 (2020)", ,
ISR,4. Is coercion a constituent element of prohibited intervention?, Ambiguous," “It has been taken to mean that State A cannot take actions to “coerce” State B in pursuing a course of action, or refraining from a course of action, in matters pertaining to State B’s core internal affairs, such as its economic or foreign policy choices. Its traditional application has focused on military intervention and support to armed groups seeking the overthrow of the regime in another State. This could presumably also relate to support given to armed groups in the cyber domain, such as providing information regarding cyber vulnerabilities of the State.”","Israel’s Perspective on Key Legal and Practical Issues Concerning the Application of International Law to Cyber Operations, pg. 403 (2020)"," Although Isarel’s perspective notes that coercion is closely related to non-intervention, the use of “could” implies a level of ambiguity, at least in the cyber domain.",
